is_promoted,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
0,17475,Sales & Marketing,region_31,Bachelor's,f,other,1,31,5,5,0,0,52
0,37567,Finance,region_4,Master's & above,f,other,2,35,4,6,0,0,58
0,24016,Sales & Marketing,region_28,Bachelor's,m,other,2,34,5,5,0,0,52
0,25819,Procurement,region_7,Master's & above,f,other,1,52,3,21,0,0,67
0,35496,Operations,region_6,Bachelor's,m,other,1,33,5,7,0,0,54
0,29734,HR,region_28,Bachelor's,f,other,1,27,3,3,1,0,48
0,38354,Operations,region_22,Bachelor's,m,other,2,37,5,10,0,0,64
0,11557,Sales & Marketing,region_22,Bachelor's,m,other,3,33,1,7,0,0,47
0,73124,Sales & Marketing,region_14,Master's & above,m,other,1,42,3,9,0,0,53
0,12958,Procurement,region_13,Bachelor's,m,sourcing,1,46,3,16,0,0,71
1,8685,Sales & Marketing,region_23,Bachelor's,f,other,1,30,4,6,1,0,59
0,30123,HR,region_7,Below Secondary,m,sourcing,1,26,4,2,1,0,49
0,47587,Analytics,region_32,Bachelor's,m,sourcing,1,42,5,11,1,0,89
1,16886,Technology,region_26,Bachelor's,m,other,1,25,3,2,0,0,91
0,3703,Sales & Marketing,region_30,Bachelor's,m,other,1,40,2,4,1,0,53
0,18438,Technology,region_2,Bachelor's,m,sourcing,1,34,5,4,1,0,77
0,65283,Sales & Marketing,region_22,Bachelor's,m,other,1,39,3,3,0,0,51
0,40975,Operations,region_11,Master's & above,m,sourcing,1,33,4,7,0,0,59
0,16750,Technology,region_5,Master's & above,m,other,1,41,3,9,0,0,76
0,65285,HR,region_7,Bachelor's,f,sourcing,1,39,3,12,0,0,50
0,76717,Operations,region_7,Bachelor's,f,sourcing,1,33,3,7,1,0,57
0,44653,HR,region_22,Bachelor's,m,other,1,30,5,5,1,0,52
0,56366,Operations,region_22,Master's & above,f,sourcing,1,52,5,19,1,0,54
0,18510,Sales & Marketing,region_31,Bachelor's,m,other,1,29,5,4,0,0,50
0,76901,Procurement,region_2,Master's & above,m,sourcing,1,43,5,13,0,0,73
0,66988,Operations,region_12,Master's & above,f,other,1,34,4,3,0,0,59
0,33064,Procurement,region_2,Master's & above,m,sourcing,1,49,3,4,0,0,68
0,73157,HR,region_2,Master's & above,m,sourcing,2,45,4,21,0,0,48
0,8387,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,26,1,4,0,0,46
0,31540,Procurement,region_7,Master's & above,m,sourcing,1,33,4,4,0,0,72
0,68325,Sales & Marketing,region_4,Bachelor's,m,other,1,26,2,2,0,0,52
1,48213,Procurement,region_7,Bachelor's,f,sourcing,1,31,4,6,1,0,65
0,28457,Analytics,region_22,Bachelor's,f,sourcing,1,32,5,9,1,0,87
0,5246,Sales & Marketing,region_13,Master's & above,m,other,1,45,3,7,0,0,46
0,64546,HR,region_20,Bachelor's,m,sourcing,1,27,5,5,1,0,55
0,76602,Technology,region_15,Master's & above,m,sourcing,1,48,1,3,0,0,83
1,40280,Legal,region_22,Bachelor's,m,other,1,35,3,4,0,1,70
0,68544,Sales & Marketing,region_24,Bachelor's,m,other,3,32,3,3,0,0,45
0,24809,Procurement,region_2,Master's & above,f,other,2,46,3,18,0,0,65
0,65607,Sales & Marketing,region_22,Bachelor's,m,other,2,28,1,4,0,0,53
0,32202,Operations,region_22,Master's & above,m,other,1,38,5,10,1,0,56
0,58403,Sales & Marketing,region_2,Master's & above,m,other,1,60,3,9,0,0,52
0,12602,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,3,4,0,0,53
0,46717,Analytics,region_22,Bachelor's,f,sourcing,1,29,5,4,1,0,82
0,41648,Operations,region_2,Bachelor's,f,referred,1,33,3,3,1,0,62
0,70668,HR,region_21,Bachelor's,m,sourcing,1,31,3,4,0,0,51
0,73541,Procurement,region_11,Bachelor's,m,sourcing,1,40,1,11,0,0,69
0,9739,Procurement,region_2,Master's & above,f,referred,1,59,4,13,1,0,68
0,65051,Technology,region_7,Master's & above,f,sourcing,1,42,2,7,0,0,84
0,27268,Analytics,region_31,Bachelor's,f,other,2,34,5,8,0,0,85
0,44883,Operations,region_31,Master's & above,m,other,1,37,3,3,1,0,60
0,6375,Sales & Marketing,region_22,Master's & above,f,sourcing,2,34,1,6,0,0,47
0,4919,Technology,region_14,Bachelor's,m,sourcing,1,31,3,7,0,0,83
0,10652,Procurement,region_22,Bachelor's,f,other,1,27,5,1,1,0,69
0,9366,Operations,region_19,Bachelor's,m,other,2,43,3,10,1,0,57
0,6796,Operations,region_11,Master's & above,m,other,1,34,3,8,0,0,60
0,60599,Analytics,region_2,Bachelor's,m,sourcing,2,48,3,4,0,0,83
0,70498,Technology,region_5,Master's & above,m,other,1,45,3,6,0,0,80
0,61517,Sales & Marketing,region_2,Bachelor's,f,other,1,30,5,6,1,0,52
0,75536,Sales & Marketing,region_2,Master's & above,m,sourcing,1,47,5,15,0,0,50
0,59004,Sales & Marketing,region_19,Bachelor's,m,other,1,32,3,4,0,0,43
0,30577,HR,region_2,Bachelor's,f,other,1,55,4,7,0,0,51
0,15960,Sales & Marketing,region_2,Master's & above,f,sourcing,1,35,3,8,0,0,48
0,39710,Sales & Marketing,region_31,Bachelor's,m,other,1,46,1,6,0,0,48
1,35243,Operations,region_2,Master's & above,f,other,1,39,5,4,1,0,56
0,67598,Procurement,region_26,Bachelor's,f,sourcing,1,29,5,3,1,0,69
0,50585,Sales & Marketing,region_22,Bachelor's,m,other,1,39,4,9,0,0,51
0,75638,Sales & Marketing,region_11,Master's & above,m,sourcing,2,35,3,3,0,0,48
0,35594,Operations,region_31,Master's & above,m,other,1,39,3,12,0,0,64
0,47491,Finance,region_23,Bachelor's,m,other,1,31,4,3,1,0,64
0,75755,Technology,region_6,Bachelor's,f,other,1,30,3,7,0,0,78
0,77647,Operations,region_28,Bachelor's,m,other,1,29,3,6,0,0,58
1,68868,Operations,region_15,Master's & above,f,sourcing,1,44,3,3,0,0,76
0,18116,Operations,region_27,Bachelor's,m,other,1,36,5,3,1,0,58
0,60442,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,32,3,6,1,0,54
0,6089,Operations,region_22,Master's & above,m,sourcing,1,32,3,7,0,0,61
0,15501,Sales & Marketing,region_7,Bachelor's,m,other,1,33,5,7,0,0,48
0,54682,Procurement,region_2,Bachelor's,m,other,1,31,5,9,1,0,67
0,54919,Operations,region_22,Bachelor's,f,sourcing,1,36,5,7,1,0,54
0,48337,Technology,region_26,Master's & above,m,other,1,50,4,19,1,0,81
0,1933,Sales & Marketing,region_34,Bachelor's,m,sourcing,2,28,3,3,1,0,47
1,8424,Operations,region_15,Master's & above,m,sourcing,2,44,5,11,1,0,92
0,32118,Operations,region_8,Bachelor's,f,sourcing,1,26,5,3,1,0,60
0,41748,Technology,region_20,Master's & above,f,other,1,37,1,10,0,0,81
0,38348,Procurement,region_13,Master's & above,m,other,1,41,3,11,0,0,65
0,44602,Technology,region_5,Bachelor's,m,sourcing,3,28,4,4,0,0,78
0,24341,Sales & Marketing,region_11,Master's & above,m,other,1,30,4,4,0,0,52
0,45198,Sales & Marketing,region_13,Bachelor's,m,other,1,39,4,9,0,0,49
0,58863,Procurement,region_22,Bachelor's,m,other,2,34,3,8,0,0,66
0,38753,Operations,region_26,Bachelor's,f,sourcing,1,28,5,6,1,0,60
0,71929,Operations,region_4,Master's & above,m,sourcing,1,33,3,6,0,0,64
0,6803,Analytics,region_7,Master's & above,m,other,2,39,3,4,0,0,80
0,10120,Procurement,region_2,Master's & above,m,sourcing,1,38,2,8,0,0,71
0,51658,Sales & Marketing,region_31,Bachelor's,m,other,1,33,1,6,0,0,48
0,22094,Operations,region_7,Bachelor's,m,sourcing,1,32,3,10,1,0,61
0,10593,Technology,region_5,Bachelor's,m,other,1,29,4,5,0,0,80
0,8093,Legal,region_22,Bachelor's,m,other,1,30,4,6,1,0,55
0,32651,Operations,region_7,Bachelor's,f,sourcing,1,33,5,9,1,0,60
0,24994,Operations,region_13,Master's & above,m,other,1,30,3,5,0,0,52
0,1071,HR,region_2,Master's & above,m,other,1,56,4,18,0,0,47
0,72643,Analytics,region_5,Master's & above,m,sourcing,1,37,3,6,0,0,84
1,47108,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,41,3,13,1,0,48
0,14884,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,44,3,13,0,0,49
0,36884,Operations,region_7,Bachelor's,f,other,1,30,5,2,1,0,60
0,6876,Technology,region_2,Master's & above,f,other,1,46,4,9,1,0,80
0,38854,Operations,region_4,Master's & above,m,sourcing,1,42,4,5,1,0,56
0,76191,Operations,region_22,Master's & above,m,other,1,44,3,16,0,0,59
0,52700,Procurement,region_13,Master's & above,f,other,1,44,2,14,0,0,71
0,68637,Procurement,region_10,Master's & above,f,sourcing,2,35,1,7,0,0,67
0,24202,Technology,region_16,Bachelor's,f,other,1,30,4,5,1,0,79
1,6958,Sales & Marketing,region_30,Master's & above,m,other,1,40,4,10,1,0,47
0,28269,Sales & Marketing,region_5,Bachelor's,f,other,1,32,5,3,1,0,50
1,54987,Technology,region_21,Master's & above,m,sourcing,2,35,4,3,1,0,82
0,53370,Operations,region_22,Master's & above,f,other,1,44,3,14,1,0,62
0,36241,Technology,region_7,Bachelor's,m,other,1,33,2,9,0,0,79
0,13026,Sales & Marketing,region_28,Master's & above,m,sourcing,2,33,3,5,0,0,49
1,39587,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,29,3,6,1,0,52
0,13924,Sales & Marketing,region_22,Master's & above,m,sourcing,1,35,3,3,1,0,54
0,41269,Operations,region_13,Bachelor's,f,other,1,37,3,10,0,0,66
0,15805,Sales & Marketing,region_20,Bachelor's,m,other,1,32,5,6,0,0,44
0,53102,Analytics,region_31,Bachelor's,m,other,3,33,3,4,1,0,84
0,25598,Sales & Marketing,region_29,Bachelor's,m,other,1,27,4,2,1,0,49
0,25969,Operations,region_23,Bachelor's,f,other,1,37,5,5,1,0,59
0,52262,Operations,region_34,Master's & above,m,other,1,34,3,8,0,0,63
0,69151,Operations,region_24,Bachelor's,f,sourcing,1,38,3,4,0,0,58
0,60897,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,25,2,2,0,0,49
0,24990,Operations,region_31,Master's & above,f,other,1,40,5,10,1,0,62
0,57088,Operations,region_4,Master's & above,m,other,1,48,4,16,0,0,65
1,45580,Sales & Marketing,region_2,Master's & above,m,sourcing,2,36,5,10,0,0,65
1,46327,Procurement,region_7,Bachelor's,m,sourcing,1,32,3,7,1,0,64
0,57721,Procurement,region_16,Bachelor's,m,other,1,37,5,6,1,0,72
1,18421,Technology,region_14,Master's & above,m,sourcing,1,39,5,12,1,0,80
0,59655,Technology,region_27,Bachelor's,f,other,1,27,3,2,1,0,80
0,32339,Analytics,region_29,Bachelor's,m,other,1,38,3,5,0,0,82
0,21068,R&D,region_7,Bachelor's,f,sourcing,1,32,3,5,1,0,82
0,29352,Sales & Marketing,region_7,Bachelor's,m,other,2,30,3,7,0,0,54
0,48296,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,31,1,7,0,0,50
0,16728,Analytics,region_26,Bachelor's,m,sourcing,1,23,3,2,0,0,84
0,16348,Sales & Marketing,region_11,Bachelor's,m,other,1,33,5,3,1,0,49
0,27279,Sales & Marketing,region_2,Master's & above,m,sourcing,1,36,3,6,0,0,47
0,9604,Operations,region_12,Bachelor's,f,other,1,33,3,6,0,0,62
0,10275,R&D,region_4,Master's & above,m,other,1,45,1,16,0,0,84
0,28422,Analytics,region_16,Bachelor's,m,other,2,30,5,4,1,0,88
0,61481,Finance,region_2,Bachelor's,m,other,1,28,1,2,0,0,61
0,74368,Analytics,region_27,Bachelor's,m,sourcing,1,30,2,7,0,0,88
0,13730,Operations,region_15,Bachelor's,m,other,1,30,1,8,0,0,60
0,42418,Sales & Marketing,region_2,Bachelor's,f,other,1,51,5,11,1,0,51
0,10316,Operations,region_13,Bachelor's,f,sourcing,1,27,5,5,1,0,59
0,34754,Sales & Marketing,region_4,Master's & above,m,other,1,49,1,3,0,0,47
0,18890,Operations,region_20,Bachelor's,m,other,1,30,5,8,1,0,62
0,34649,Procurement,region_2,Master's & above,m,sourcing,2,32,3,2,1,0,70
0,23718,Analytics,region_2,Bachelor's,m,sourcing,3,25,4,2,0,0,83
0,76354,Sales & Marketing,region_1,Bachelor's,m,other,1,36,5,2,0,0,48
0,25096,Sales & Marketing,region_7,Bachelor's,f,other,1,30,1,2,0,0,52
0,40746,Operations,region_2,Bachelor's,m,sourcing,1,47,5,14,1,0,60
0,15688,HR,region_2,Bachelor's,m,referred,1,32,3,3,0,0,51
0,6466,Analytics,region_2,Master's & above,m,sourcing,1,37,4,3,0,0,83
0,15857,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,38,4,9,0,0,51
0,4929,Sales & Marketing,region_10,Bachelor's,m,other,1,30,1,4,0,0,53
0,62193,Operations,region_13,Bachelor's,f,other,1,29,3,3,0,0,60
0,69503,Technology,region_7,Master's & above,f,sourcing,2,33,4,7,0,0,82
0,70714,Procurement,region_26,Bachelor's,f,sourcing,2,40,3,6,0,0,70
0,24448,Technology,region_2,Master's & above,m,sourcing,2,43,2,5,0,0,85
0,10132,Procurement,region_22,Master's & above,m,other,1,41,3,12,0,0,74
1,39580,Technology,region_2,Master's & above,m,other,1,38,5,9,1,0,87
0,75636,Sales & Marketing,region_4,Master's & above,m,sourcing,1,49,3,17,0,0,48
0,13109,Sales & Marketing,region_2,Bachelor's,f,referred,1,35,5,8,0,0,48
0,58295,Analytics,region_22,Bachelor's,f,other,1,34,5,5,1,0,84
0,50245,Procurement,region_15,Bachelor's,m,sourcing,1,40,5,12,1,0,66
0,63001,Finance,region_22,Bachelor's,m,other,3,30,4,7,0,0,63
0,69261,Operations,region_8,Bachelor's,m,other,2,30,3,6,0,0,59
0,1676,Procurement,region_2,Bachelor's,f,other,4,34,3,4,0,0,67
0,28408,HR,region_23,Master's & above,m,other,1,37,4,11,0,0,49
0,15577,Procurement,region_13,Bachelor's,m,other,1,34,1,7,0,0,73
0,40148,Operations,region_22,Bachelor's,m,sourcing,1,24,3,2,0,0,65
0,44768,Operations,region_19,Bachelor's,m,other,2,32,5,3,1,0,59
0,9057,Technology,region_2,Below Secondary,f,sourcing,1,25,5,2,1,0,81
0,67973,Sales & Marketing,region_7,Master's & above,f,sourcing,1,33,3,7,0,0,48
0,77485,Analytics,region_7,Bachelor's,m,other,1,27,5,3,1,0,85
0,2594,Sales & Marketing,region_22,Bachelor's,m,other,1,28,5,5,1,0,50
0,55148,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,30,1,5,0,0,43
0,26484,Sales & Marketing,region_26,Bachelor's,f,sourcing,2,30,3,2,0,0,48
0,38278,Sales & Marketing,region_22,Master's & above,m,other,1,45,3,7,0,0,53
0,40285,Procurement,region_2,Bachelor's,f,sourcing,1,28,5,4,1,0,73
0,62621,Sales & Marketing,region_20,Bachelor's,m,other,1,28,5,3,0,0,46
0,42698,Sales & Marketing,region_16,Bachelor's,f,other,1,33,5,3,1,0,50
0,1879,Procurement,region_2,Bachelor's,f,other,2,35,3,9,0,0,74
0,37067,Technology,region_6,Bachelor's,m,sourcing,1,25,4,2,0,0,78
0,12547,Procurement,region_2,Bachelor's,m,referred,1,32,3,9,0,0,68
0,41810,Procurement,region_5,Bachelor's,f,sourcing,1,36,5,3,1,0,70
1,10481,HR,region_14,Bachelor's,m,other,1,25,5,3,0,0,59
0,37386,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,2,18,0,0,48
0,5083,Procurement,region_7,Below Secondary,f,other,1,23,3,2,1,0,68
0,71598,Analytics,region_29,Bachelor's,m,other,1,31,2,4,0,0,86
1,24441,Analytics,region_7,Master's & above,m,sourcing,1,41,4,11,1,0,87
0,66067,Sales & Marketing,region_11,Master's & above,m,other,1,57,3,30,0,0,44
0,39896,Legal,region_2,Master's & above,m,other,1,60,5,13,1,0,61
0,12774,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,45,2,13,0,0,52
0,56229,Analytics,region_26,Bachelor's,m,other,1,40,3,4,1,0,88
0,55397,Procurement,region_14,Bachelor's,f,other,1,28,4,5,1,0,72
0,32763,Technology,region_2,Bachelor's,f,other,1,50,4,5,1,0,80
0,69839,HR,region_3,Bachelor's,f,other,1,30,2,3,1,0,53
0,15653,Sales & Marketing,region_22,Bachelor's,m,other,1,37,1,7,0,0,51
1,76722,Sales & Marketing,region_2,Bachelor's,m,other,1,41,5,4,1,1,48
0,61137,Operations,region_22,Bachelor's,f,sourcing,3,34,3,7,1,0,60
0,5422,Sales & Marketing,region_20,Bachelor's,m,other,1,32,4,5,0,0,46
0,45303,Sales & Marketing,region_30,Bachelor's,m,other,1,27,1,3,0,0,51
0,12256,Sales & Marketing,region_34,Master's & above,m,sourcing,1,37,3,7,0,0,45
0,71083,Sales & Marketing,region_2,Master's & above,f,other,1,37,3,4,0,0,46
0,74898,Analytics,region_31,Bachelor's,m,other,2,27,4,3,0,1,85
0,51947,Operations,region_7,Bachelor's,m,other,1,29,3,3,1,0,58
0,42441,Sales & Marketing,region_7,Bachelor's,m,other,1,59,1,7,1,0,51
0,36681,Finance,region_12,Bachelor's,m,sourcing,1,28,2,4,1,1,62
0,1262,Operations,region_2,Bachelor's,f,other,1,45,3,7,0,0,57
0,64635,Sales & Marketing,region_22,Bachelor's,m,other,1,30,3,7,1,0,51
0,55957,Sales & Marketing,region_31,Master's & above,m,sourcing,1,39,1,7,0,0,48
0,42986,Technology,region_2,Bachelor's,m,other,4,25,3,2,0,0,79
1,77604,Operations,region_22,Bachelor's,m,sourcing,1,35,5,7,1,0,87
0,34506,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,33,3,10,0,0,53
1,40650,Procurement,region_2,Bachelor's,f,other,1,49,5,3,0,0,89
0,8999,Sales & Marketing,region_2,Bachelor's,f,other,1,52,5,18,1,0,49
0,60407,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,38,2,8,0,0,53
0,61615,Sales & Marketing,region_2,Master's & above,m,other,2,55,2,19,0,0,48
0,52696,Procurement,region_22,Bachelor's,m,sourcing,2,26,3,2,0,0,69
0,8709,Sales & Marketing,region_2,Master's & above,m,sourcing,1,56,1,17,0,0,46
0,38006,Sales & Marketing,region_31,Bachelor's,f,other,1,34,5,4,1,0,50
0,2901,Operations,region_2,Bachelor's,m,sourcing,1,28,4,5,1,0,57
0,52054,Finance,region_26,Bachelor's,f,other,1,28,3,4,0,0,59
0,14009,Operations,region_13,Bachelor's,m,sourcing,1,34,2,4,0,0,64
0,42266,Operations,region_12,Bachelor's,f,sourcing,1,30,3,6,1,0,57
0,40095,Operations,region_22,Bachelor's,f,other,1,36,4,9,0,0,63
0,45111,Operations,region_22,Bachelor's,m,sourcing,1,39,5,5,1,0,56
0,36099,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,30,4,3,0,0,49
0,41068,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,34,5,4,1,0,47
0,60236,Operations,region_2,Bachelor's,m,sourcing,1,49,3,20,0,0,58
1,21347,Operations,region_20,Bachelor's,f,other,1,32,5,8,0,0,77
1,32140,Sales & Marketing,region_3,Bachelor's,m,other,1,34,4,9,1,0,46
0,43966,Operations,region_2,Bachelor's,m,other,1,32,3,6,0,0,58
0,35662,Operations,region_13,Bachelor's,m,other,1,39,5,8,1,0,58
0,44385,Operations,region_29,Master's & above,m,other,1,35,4,5,1,0,61
0,54369,Operations,region_30,Bachelor's,f,other,1,39,3,10,0,0,59
0,49264,Sales & Marketing,region_7,Bachelor's,m,other,1,38,2,3,1,0,48
0,38953,Operations,region_15,Bachelor's,m,other,1,43,4,14,1,0,64
0,62647,HR,region_32,Bachelor's,m,sourcing,1,27,1,3,0,0,52
0,77505,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,36,4,10,0,0,49
0,11714,Sales & Marketing,region_9,Bachelor's,f,other,1,28,3,3,0,0,49
0,55966,Sales & Marketing,region_26,Bachelor's,m,other,1,30,5,5,0,0,48
1,65804,Procurement,region_22,Bachelor's,m,other,6,28,1,5,1,0,68
0,71884,Procurement,region_19,Bachelor's,m,sourcing,1,44,4,5,0,0,70
0,51959,Operations,region_31,Master's & above,m,other,1,36,4,7,0,0,56
0,51336,Procurement,region_7,Master's & above,m,sourcing,1,34,2,11,0,0,65
0,22668,Sales & Marketing,region_19,Bachelor's,m,other,1,43,1,14,0,0,51
0,10869,Operations,region_20,Bachelor's,f,other,1,30,4,4,1,0,60
0,13597,Analytics,region_2,Bachelor's,m,other,1,51,3,9,0,0,81
0,63341,Procurement,region_27,Master's & above,m,other,1,38,3,2,1,0,72
0,53979,Finance,region_13,Bachelor's,m,sourcing,2,31,3,6,0,0,59
0,33239,HR,region_7,Master's & above,f,other,1,34,3,5,0,0,54
0,30327,Operations,region_15,Bachelor's,f,other,1,33,5,10,0,0,59
0,20130,Technology,region_2,Bachelor's,f,sourcing,1,33,3,3,0,0,85
0,28726,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,39,1,8,0,0,50
0,39225,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,44,4,3,1,0,48
0,50256,Operations,region_4,Master's & above,m,other,2,33,2,9,0,0,63
0,24259,Procurement,region_15,Bachelor's,m,other,1,30,3,3,0,0,67
0,50641,Technology,region_14,Bachelor's,f,other,2,29,3,4,0,0,81
0,41285,Technology,region_7,Bachelor's,m,other,1,32,5,6,1,0,80
0,76110,Sales & Marketing,region_2,Master's & above,m,sourcing,2,49,5,18,0,0,52
0,74191,Sales & Marketing,region_13,Master's & above,m,other,1,45,2,7,0,0,52
1,72272,Operations,region_23,Bachelor's,f,sourcing,1,31,5,5,1,0,58
0,74472,Sales & Marketing,region_31,Bachelor's,f,other,3,28,4,1,0,0,55
0,25019,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,26,1,3,0,0,50
1,18466,Finance,region_27,Bachelor's,m,sourcing,1,27,3,4,0,0,71
0,34190,Procurement,region_7,Master's & above,m,sourcing,1,35,4,3,0,0,68
0,52876,Procurement,region_2,Bachelor's,f,sourcing,1,31,1,6,1,0,68
0,43619,Finance,region_7,Bachelor's,m,sourcing,1,27,3,4,1,0,63
0,70076,Sales & Marketing,region_7,Master's & above,m,sourcing,1,38,1,10,0,0,52
0,40724,Sales & Marketing,region_2,Master's & above,f,sourcing,1,39,4,5,1,0,46
0,32652,Operations,region_19,Bachelor's,f,sourcing,1,36,4,8,1,0,57
0,39601,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,30,5,6,1,0,48
0,11651,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,40,5,12,0,0,51
0,8069,Technology,region_23,Bachelor's,m,other,1,34,5,7,1,0,78
0,27090,Technology,region_13,Master's & above,m,sourcing,1,38,2,8,0,0,78
0,57028,R&D,region_23,Master's & above,m,other,2,37,5,9,1,0,85
0,3618,Operations,region_14,Bachelor's,f,sourcing,1,35,3,3,1,0,64
0,68252,Procurement,region_22,Bachelor's,m,sourcing,1,35,1,9,0,0,69
0,17139,Procurement,region_5,Master's & above,m,other,1,35,3,3,1,1,72
0,54526,Sales & Marketing,region_28,Master's & above,m,sourcing,1,40,4,9,0,0,49
0,71523,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,23,4,2,0,0,50
0,77870,Operations,region_29,Bachelor's,m,sourcing,1,43,3,13,0,0,58
0,76550,Procurement,region_22,Bachelor's,f,other,3,26,3,3,1,0,70
0,14803,Operations,region_22,Master's & above,m,sourcing,1,31,2,4,0,0,56
0,64682,Operations,region_19,Bachelor's,f,other,1,29,4,2,0,0,66
0,10404,Finance,region_26,Bachelor's,m,other,2,27,3,2,0,0,55
0,71140,Finance,region_4,Master's & above,m,other,1,34,1,3,0,0,59
0,69621,Sales & Marketing,region_15,Bachelor's,m,other,1,45,1,17,0,0,47
0,57607,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,29,4,5,0,0,51
0,46638,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,32,4,7,0,0,52
0,47814,Sales & Marketing,region_13,Bachelor's,f,other,2,32,3,5,0,0,46
0,55706,Technology,region_13,Bachelor's,f,other,1,30,4,2,1,0,81
0,14123,Procurement,region_2,Bachelor's,f,sourcing,1,39,3,6,0,0,64
0,40239,Operations,region_4,Bachelor's,m,sourcing,1,26,2,1,1,0,56
0,65705,Sales & Marketing,region_13,Master's & above,f,other,1,33,3,9,0,0,47
0,10061,Sales & Marketing,region_25,Master's & above,m,other,1,40,3,19,0,0,48
0,64093,Technology,region_7,Bachelor's,m,sourcing,3,33,3,5,0,0,82
1,17178,Analytics,region_7,Master's & above,m,sourcing,1,35,5,8,1,0,87
0,71821,Operations,region_2,Bachelor's,m,sourcing,3,34,3,10,0,0,64
0,14561,Procurement,region_2,Bachelor's,m,other,1,51,5,4,0,0,66
0,55846,Sales & Marketing,region_22,Master's & above,m,sourcing,1,40,3,9,1,0,51
1,15025,Procurement,region_6,Bachelor's,m,other,3,27,4,3,1,0,68
0,9246,Technology,region_31,Bachelor's,m,other,1,28,3,3,1,0,79
0,53461,Operations,region_21,Bachelor's,m,other,1,40,4,4,0,0,59
0,31422,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,40,2,5,0,0,46
0,69036,Technology,region_15,Master's & above,f,sourcing,1,36,3,7,0,0,77
0,39791,Sales & Marketing,region_28,Master's & above,m,sourcing,1,35,5,4,0,0,49
0,34946,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45,2,7,0,0,46
0,42910,Operations,region_7,Bachelor's,f,sourcing,1,34,3,6,0,0,59
0,2704,Operations,region_15,Master's & above,m,referred,1,36,3,4,0,0,61
0,32204,Operations,region_15,Bachelor's,m,other,1,41,5,12,0,0,56
0,51033,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,35,2,9,0,0,54
1,33986,Sales & Marketing,region_2,Master's & above,f,other,1,35,5,4,0,0,59
0,76411,Analytics,region_7,Bachelor's,m,sourcing,2,27,3,2,0,0,85
0,16284,Operations,region_20,Master's & above,m,other,1,36,3,3,0,0,57
0,16487,Technology,region_2,Bachelor's,f,other,1,55,5,3,1,0,80
0,62474,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,36,1,2,0,0,48
0,39233,Technology,region_22,Bachelor's,f,referred,2,26,3,4,0,0,77
1,75766,Sales & Marketing,region_2,Master's & above,m,other,1,54,5,10,1,0,48
0,75496,Analytics,region_22,Bachelor's,m,other,1,28,3,5,1,0,85
0,5788,Operations,region_15,Bachelor's,m,sourcing,1,38,3,9,0,0,57
0,64395,Operations,region_15,Master's & above,m,other,1,54,5,14,1,0,67
0,71939,Operations,region_2,Master's & above,f,other,1,53,3,4,1,0,61
0,27301,Sales & Marketing,region_2,Bachelor's,m,other,2,29,1,3,0,0,48
0,52481,Sales & Marketing,region_13,Bachelor's,m,other,1,24,3,2,0,0,48
0,47660,Operations,region_2,Bachelor's,m,other,1,51,4,6,0,0,61
0,50673,HR,region_8,Bachelor's,m,other,1,29,3,6,0,0,51
0,56251,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,40,5,5,1,0,52
0,35269,Finance,region_15,Bachelor's,m,other,1,27,4,2,0,0,58
0,12073,Sales & Marketing,region_2,Master's & above,f,sourcing,1,36,5,7,1,0,54
0,71008,Sales & Marketing,region_27,Bachelor's,m,other,1,40,1,10,0,0,49
0,26790,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,32,2,9,0,0,50
0,20088,Technology,region_27,Bachelor's,m,sourcing,3,34,5,6,1,0,81
0,43453,Operations,region_11,Bachelor's,f,sourcing,1,27,3,2,1,0,61
